index,totalAssertions,validAssertions,passedAssertions,totalAssertionsforQLTY,measuredPROD,referencePROD, measuredUS, referenceUS, measuredQLTY, referenceQLTY
47,48,16,25,33, 52.08, 33.33,10,5, 75.76,100.00
48,48,11,7,8, 14.58, 22.92,3,2, 87.50,100.00
49,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
50,48,13,9,10, 18.75, 27.08,4,3, 90.00,100.00
51,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
52,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
53,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
54,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
55,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
56,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
57,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
58,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
59,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
60,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
61,48,19,7,8, 14.58, 39.58,3,5, 87.50,100.00
62,48,18,24,41, 50.00, 37.50,11,5, 58.54,100.00
63,48,21,36,46, 75.00, 43.75,12,6, 78.26,100.00
64,48,8,7,8, 14.58, 16.67,3,1, 87.50,100.00
65,48,11,7,8, 14.58, 22.92,3,2, 87.50,100.00
66,48,10,9,10, 18.75, 20.83,4,2, 90.00,100.00
67,48,13,9,10, 18.75, 27.08,4,3, 90.00,100.00
68,48,10,7,8, 14.58, 20.83,3,2, 87.50,100.00
69,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
70,48,12,9,10, 18.75, 25.00,4,3, 90.00,100.00
71,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
72,48,11,7,8, 14.58, 22.92,3,2, 87.50,100.00
73,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
74,48,13,9,10, 18.75, 27.08,4,3, 90.00,100.00
75,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
76,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
77,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
78,48,15,16,28, 33.33, 31.25,9,4, 57.14,100.00
79,48,18,16,28, 33.33, 37.50,9,5, 57.14,100.00
80,48,13,7,8, 14.58, 27.08,3,2, 87.50,100.00
81,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
82,48,15,9,10, 18.75, 31.25,4,3, 90.00,100.00
83,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
84,48,15,7,8, 14.58, 31.25,3,3, 87.50,100.00
85,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
86,48,17,9,10, 18.75, 35.42,4,4, 90.00,100.00
87,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
88,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
89,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
90,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
91,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
92,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
93,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
94,48,20,24,41, 50.00, 41.67,11,5, 58.54,100.00
95,48,23,24,41, 50.00, 47.92,11,6, 58.54,100.00
96,48,14,7,8, 14.58, 29.17,3,2, 87.50,100.00
97,48,17,7,8, 14.58, 35.42,3,3, 87.50,100.00
98,48,16,9,10, 18.75, 33.33,4,3, 90.00,100.00
99,48,19,9,10, 18.75, 39.58,4,4, 90.00,100.00
100,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
101,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
102,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
103,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
104,48,17,7,8, 14.58, 35.42,3,3, 87.50,100.00
105,48,20,7,8, 14.58, 41.67,3,4, 87.50,100.00
106,48,19,9,10, 18.75, 39.58,4,4, 90.00,100.00
107,48,22,9,10, 18.75, 45.83,4,5, 90.00,100.00
108,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
109,48,22,7,8, 14.58, 45.83,3,5, 87.50,100.00
110,48,21,16,28, 33.33, 43.75,9,5, 57.14,100.00
111,48,24,25,33, 52.08, 50.00,10,6, 75.76,100.00
112,48,19,7,8, 14.58, 39.58,3,3, 87.50,100.00
113,48,22,7,8, 14.58, 45.83,3,4, 87.50,100.00
114,48,21,9,10, 18.75, 43.75,4,4, 90.00,100.00
115,48,24,9,10, 18.75, 50.00,4,5, 90.00,100.00
116,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
117,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
118,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
119,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
120,48,22,7,8, 14.58, 45.83,3,4, 87.50,100.00
121,48,25,7,8, 14.58, 52.08,3,5, 87.50,100.00
122,48,24,9,10, 18.75, 50.00,4,5, 90.00,100.00
123,48,27,9,10, 18.75, 56.25,4,6, 90.00,100.00
124,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
125,48,27,7,8, 14.58, 56.25,3,6, 87.50,100.00
126,48,26,24,41, 50.00, 54.17,11,6, 58.54,100.00
127,48,29,36,46, 75.00, 60.42,12,7, 78.26,100.00
128,48,5,7,8, 14.58, 10.42,3,1, 87.50,100.00
129,48,8,7,8, 14.58, 16.67,3,2, 87.50,100.00
130,48,7,9,10, 18.75, 14.58,4,2, 90.00,100.00
131,48,10,9,10, 18.75, 20.83,4,3, 90.00,100.00
132,48,7,7,8, 14.58, 14.58,3,2, 87.50,100.00
133,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
134,48,9,9,10, 18.75, 18.75,4,3, 90.00,100.00
135,48,12,9,10, 18.75, 25.00,4,4, 90.00,100.00
136,48,8,7,8, 14.58, 16.67,3,2, 87.50,100.00
137,48,11,7,8, 14.58, 22.92,3,3, 87.50,100.00
138,48,10,9,10, 18.75, 20.83,4,3, 90.00,100.00
139,48,13,9,10, 18.75, 27.08,4,4, 90.00,100.00
140,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
141,48,13,7,8, 14.58, 27.08,3,4, 87.50,100.00
142,48,12,16,28, 33.33, 25.00,9,4, 57.14,100.00
143,48,15,16,28, 33.33, 31.25,9,5, 57.14,100.00
144,48,10,7,8, 14.58, 20.83,3,2, 87.50,100.00
145,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
146,48,12,9,10, 18.75, 25.00,4,3, 90.00,100.00
147,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
148,48,12,7,8, 14.58, 25.00,3,3, 87.50,100.00
149,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
150,48,14,9,10, 18.75, 29.17,4,4, 90.00,100.00
151,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
152,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
153,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
154,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
155,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
156,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
157,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
158,48,17,24,41, 50.00, 35.42,11,5, 58.54,100.00
159,48,20,28,41, 58.33, 41.67,11,6, 68.29,100.00
160,48,11,7,8, 14.58, 22.92,3,2, 87.50,100.00
161,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
162,48,13,9,10, 18.75, 27.08,4,3, 90.00,100.00
163,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
164,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
165,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
166,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
167,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
168,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
169,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
170,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
171,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
172,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
173,48,19,7,8, 14.58, 39.58,3,5, 87.50,100.00
174,48,18,16,28, 33.33, 37.50,9,5, 57.14,100.00
175,48,21,25,33, 52.08, 43.75,10,6, 75.76,100.00
176,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
177,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
178,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
179,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
180,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
181,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
182,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
183,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
184,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
185,48,22,7,8, 14.58, 45.83,3,5, 87.50,100.00
186,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
187,48,24,9,10, 18.75, 50.00,4,6, 90.00,100.00
188,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
189,48,24,7,8, 14.58, 50.00,3,6, 87.50,100.00
190,48,23,24,41, 50.00, 47.92,11,6, 58.54,100.00
191,48,26,42,46, 87.50, 54.17,12,7, 91.30,100.00
192,48,13,7,8, 14.58, 27.08,3,2, 87.50,100.00
193,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
194,48,15,9,10, 18.75, 31.25,4,3, 90.00,100.00
195,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
196,48,15,7,8, 14.58, 31.25,3,3, 87.50,100.00
197,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
198,48,17,9,10, 18.75, 35.42,4,4, 90.00,100.00
199,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
200,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
201,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
202,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
203,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
204,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
205,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
206,48,20,16,28, 33.33, 41.67,9,5, 57.14,100.00
207,48,23,16,28, 33.33, 47.92,9,6, 57.14,100.00
208,48,18,7,8, 14.58, 37.50,3,3, 87.50,100.00
209,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
210,48,20,9,10, 18.75, 41.67,4,4, 90.00,100.00
211,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
212,48,20,7,8, 14.58, 41.67,3,4, 87.50,100.00
213,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
214,48,22,9,10, 18.75, 45.83,4,5, 90.00,100.00
215,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
216,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
217,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
218,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
219,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
220,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
221,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
222,48,25,24,41, 50.00, 52.08,11,6, 58.54,100.00
223,48,28,28,41, 58.33, 58.33,11,7, 68.29,100.00
224,48,19,7,8, 14.58, 39.58,3,3, 87.50,100.00
225,48,22,7,8, 14.58, 45.83,3,4, 87.50,100.00
226,48,21,9,10, 18.75, 43.75,4,4, 90.00,100.00
227,48,24,9,10, 18.75, 50.00,4,5, 90.00,100.00
228,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
229,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
230,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
231,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
232,48,22,7,8, 14.58, 45.83,3,4, 87.50,100.00
233,48,25,7,8, 14.58, 52.08,3,5, 87.50,100.00
234,48,24,9,10, 18.75, 50.00,4,5, 90.00,100.00
235,48,27,9,10, 18.75, 56.25,4,6, 90.00,100.00
236,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
237,48,27,7,8, 14.58, 56.25,3,6, 87.50,100.00
238,48,26,16,28, 33.33, 54.17,9,6, 57.14,100.00
239,48,29,25,33, 52.08, 60.42,10,7, 75.76,100.00
240,48,24,7,8, 14.58, 50.00,3,4, 87.50,100.00
241,48,27,7,8, 14.58, 56.25,3,5, 87.50,100.00
242,48,26,9,10, 18.75, 54.17,4,5, 90.00,100.00
243,48,29,9,10, 18.75, 60.42,4,6, 90.00,100.00
244,48,26,7,8, 14.58, 54.17,3,5, 87.50,100.00
245,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
246,48,28,9,10, 18.75, 58.33,4,6, 90.00,100.00
247,48,31,9,10, 18.75, 64.58,4,7, 90.00,100.00
248,48,27,7,8, 14.58, 56.25,3,5, 87.50,100.00
249,48,30,7,8, 14.58, 62.50,3,6, 87.50,100.00
250,48,29,9,10, 18.75, 60.42,4,6, 90.00,100.00
251,48,32,9,10, 18.75, 66.67,4,7, 90.00,100.00
252,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
253,48,32,7,8, 14.58, 66.67,3,7, 87.50,100.00
254,48,31,24,41, 50.00, 64.58,11,7, 58.54,100.00
255,48,34,42,46, 87.50, 70.83,12,8, 91.30,100.00
256,48,5,7,8, 14.58, 10.42,3,1, 87.50,100.00
257,48,8,7,8, 14.58, 16.67,3,2, 87.50,100.00
258,48,7,9,10, 18.75, 14.58,4,2, 90.00,100.00
259,48,10,9,10, 18.75, 20.83,4,3, 90.00,100.00
260,48,7,7,8, 14.58, 14.58,3,2, 87.50,100.00
261,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
262,48,9,9,10, 18.75, 18.75,4,3, 90.00,100.00
263,48,12,9,10, 18.75, 25.00,4,4, 90.00,100.00
264,48,8,7,8, 14.58, 16.67,3,2, 87.50,100.00
265,48,11,7,8, 14.58, 22.92,3,3, 87.50,100.00
266,48,10,9,10, 18.75, 20.83,4,3, 90.00,100.00
267,48,13,9,10, 18.75, 27.08,4,4, 90.00,100.00
268,48,10,7,8, 14.58, 20.83,3,3, 87.50,100.00
269,48,13,7,8, 14.58, 27.08,3,4, 87.50,100.00
270,48,12,16,28, 33.33, 25.00,9,4, 57.14,100.00
271,48,15,16,28, 33.33, 31.25,9,5, 57.14,100.00
272,48,10,7,8, 14.58, 20.83,3,2, 87.50,100.00
273,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
274,48,12,9,10, 18.75, 25.00,4,3, 90.00,100.00
275,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
276,48,12,7,8, 14.58, 25.00,3,3, 87.50,100.00
277,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
278,48,14,9,10, 18.75, 29.17,4,4, 90.00,100.00
279,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
280,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
281,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
282,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
283,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
284,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
285,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
286,48,17,24,41, 50.00, 35.42,11,5, 58.54,100.00
287,48,20,24,41, 50.00, 41.67,11,6, 58.54,100.00
288,48,11,7,8, 14.58, 22.92,3,2, 87.50,100.00
289,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
290,48,13,9,10, 18.75, 27.08,4,3, 90.00,100.00
291,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
292,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
293,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
294,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
295,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
296,48,14,7,8, 14.58, 29.17,3,3, 87.50,100.00
297,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
298,48,16,9,10, 18.75, 33.33,4,4, 90.00,100.00
299,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
300,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
301,48,19,7,8, 14.58, 39.58,3,5, 87.50,100.00
302,48,18,16,28, 33.33, 37.50,9,5, 57.14,100.00
303,48,21,25,33, 52.08, 43.75,10,6, 75.76,100.00
304,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
305,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
306,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
307,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
308,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
309,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
310,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
311,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
312,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
313,48,22,7,8, 14.58, 45.83,3,5, 87.50,100.00
314,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
315,48,24,9,10, 18.75, 50.00,4,6, 90.00,100.00
316,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
317,48,24,7,8, 14.58, 50.00,3,6, 87.50,100.00
318,48,23,24,41, 50.00, 47.92,11,6, 58.54,100.00
319,48,26,36,46, 75.00, 54.17,12,7, 78.26,100.00
320,48,13,7,8, 14.58, 27.08,3,2, 87.50,100.00
321,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
322,48,15,9,10, 18.75, 31.25,4,3, 90.00,100.00
323,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
324,48,15,7,8, 14.58, 31.25,3,3, 87.50,100.00
325,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
326,48,17,9,10, 18.75, 35.42,4,4, 90.00,100.00
327,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
328,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
329,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
330,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
331,48,21,9,10, 18.75, 43.75,4,5, 90.00,100.00
332,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
333,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
334,48,20,16,28, 33.33, 41.67,9,5, 57.14,100.00
335,48,23,16,28, 33.33, 47.92,9,6, 57.14,100.00
336,48,18,7,8, 14.58, 37.50,3,3, 87.50,100.00
337,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
338,48,20,9,10, 18.75, 41.67,4,4, 90.00,100.00
339,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
340,48,20,7,8, 14.58, 41.67,3,4, 87.50,100.00
341,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
342,48,22,9,10, 18.75, 45.83,4,5, 90.00,100.00
343,48,25,9,10, 18.75, 52.08,4,6, 90.00,100.00
344,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
345,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
346,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
347,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
348,48,23,7,8, 14.58, 47.92,3,5, 87.50,100.00
349,48,26,7,8, 14.58, 54.17,3,6, 87.50,100.00
350,48,25,24,41, 50.00, 52.08,11,6, 58.54,100.00
351,48,28,24,41, 50.00, 58.33,11,7, 58.54,100.00
352,48,19,7,8, 14.58, 39.58,3,3, 87.50,100.00
353,48,22,7,8, 14.58, 45.83,3,4, 87.50,100.00
354,48,21,9,10, 18.75, 43.75,4,4, 90.00,100.00
355,48,24,9,10, 18.75, 50.00,4,5, 90.00,100.00
356,48,21,7,8, 14.58, 43.75,3,4, 87.50,100.00
357,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
358,48,23,9,10, 18.75, 47.92,4,5, 90.00,100.00
359,48,26,9,10, 18.75, 54.17,4,6, 90.00,100.00
360,48,22,7,8, 14.58, 45.83,3,4, 87.50,100.00
361,48,25,7,8, 14.58, 52.08,3,5, 87.50,100.00
362,48,24,9,10, 18.75, 50.00,4,5, 90.00,100.00
363,48,27,9,10, 18.75, 56.25,4,6, 90.00,100.00
364,48,24,7,8, 14.58, 50.00,3,5, 87.50,100.00
365,48,27,7,8, 14.58, 56.25,3,6, 87.50,100.00
366,48,26,16,28, 33.33, 54.17,9,6, 57.14,100.00
367,48,29,25,33, 52.08, 60.42,10,7, 75.76,100.00
368,48,24,7,8, 14.58, 50.00,3,4, 87.50,100.00
369,48,27,7,8, 14.58, 56.25,3,5, 87.50,100.00
370,48,26,9,10, 18.75, 54.17,4,5, 90.00,100.00
371,48,29,9,10, 18.75, 60.42,4,6, 90.00,100.00
372,48,26,7,8, 14.58, 54.17,3,5, 87.50,100.00
373,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
374,48,28,9,10, 18.75, 58.33,4,6, 90.00,100.00
375,48,31,9,10, 18.75, 64.58,4,7, 90.00,100.00
376,48,27,7,8, 14.58, 56.25,3,5, 87.50,100.00
377,48,30,7,8, 14.58, 62.50,3,6, 87.50,100.00
378,48,29,9,10, 18.75, 60.42,4,6, 90.00,100.00
379,48,32,9,10, 18.75, 66.67,4,7, 90.00,100.00
380,48,29,7,8, 14.58, 60.42,3,6, 87.50,100.00
381,48,32,7,8, 14.58, 66.67,3,7, 87.50,100.00
382,48,31,24,41, 50.00, 64.58,11,7, 58.54,100.00
383,48,34,36,46, 75.00, 70.83,12,8, 78.26,100.00
384,48,10,7,8, 14.58, 20.83,3,2, 87.50,100.00
385,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
386,48,12,9,10, 18.75, 25.00,4,3, 90.00,100.00
387,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
388,48,12,7,8, 14.58, 25.00,3,3, 87.50,100.00
389,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
390,48,14,9,10, 18.75, 29.17,4,4, 90.00,100.00
391,48,17,9,10, 18.75, 35.42,4,5, 90.00,100.00
392,48,13,7,8, 14.58, 27.08,3,3, 87.50,100.00
393,48,16,7,8, 14.58, 33.33,3,4, 87.50,100.00
394,48,15,9,10, 18.75, 31.25,4,4, 90.00,100.00
395,48,18,9,10, 18.75, 37.50,4,5, 90.00,100.00
396,48,15,7,8, 14.58, 31.25,3,4, 87.50,100.00
397,48,18,7,8, 14.58, 37.50,3,5, 87.50,100.00
398,48,17,16,28, 33.33, 35.42,9,5, 57.14,100.00
399,48,20,16,28, 33.33, 41.67,9,6, 57.14,100.00
400,48,15,7,8, 14.58, 31.25,3,3, 87.50,100.00
401,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
402,48,17,9,10, 18.75, 35.42,4,4, 90.00,100.00
403,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
404,48,17,7,8, 14.58, 35.42,3,4, 87.50,100.00
405,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
406,48,19,9,10, 18.75, 39.58,4,5, 90.00,100.00
407,48,22,9,10, 18.75, 45.83,4,6, 90.00,100.00
408,48,18,7,8, 14.58, 37.50,3,4, 87.50,100.00
409,48,21,7,8, 14.58, 43.75,3,5, 87.50,100.00
410,48,20,9,10, 18.75, 41.67,4,5, 90.00,100.00
411,48,23,9,10, 18.75, 47.92,4,6, 90.00,100.00
412,48,20,7,8, 14.58, 41.67,3,5, 87.50,100.00
413,48,23,7,8, 14.58, 47.92,3,6, 87.50,100.00
414,48,22,24,41, 50.00, 45.83,11,6, 58.54,100.00
415,48,25,28,41, 58.33, 52.08,11,7, 68.29,100.00
416,48,16,7,8, 14.58, 33.33,3,3, 87.50,100.00
417,48,19,7,8, 14.58, 39.58,3,4, 87.50,100.00
418,48,18,9,10, 18.75, 37.50,4,4, 90.00,100.00
